,index_x,PassengerId,Survived,Pclass,Name,Sex,Age_x,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Surname_x,Firstname,Othernames,KaggleAge,index_y,Surname_y,First Names,Age_y,Boarded,Survivor (S) or Victim (†),AgeDiff
967,571,572,1.0,1,AppletonMrs Charlotte,female,53.0,2,0,11769,51.4792,C101,S,Mrs,Appleton,Charlotte,Lamson,53.0,48.0,Appleton,Mrs Charlotte,53.0,Southampton,S,0.0
968,1115,1116,,1,CandeeMrs Helen Churchill,female,53.0,0,0,PC 17606,27.4458,,C,Mrs,Candee,Helen,Churchill Hungerford,53.0,191.0,Candee,Mrs Helen Churchill,52.0,Cherbourg,S,1.0
969,1184,1185,,1,DodgeDr Washington,male,53.0,1,1,33638,81.8583,A34,S,Dr,Dodge,Washington,,53.0,336.0,Dodge,Dr Washington,52.0,Southampton,S,1.0
970,1022,1023,,1,GracieColonel Archibald,male,53.0,0,0,113780,28.5,C51,C,Col,Gracie,Archibald,,53.0,468.0,Gracie,Colonel Archibald,53.0,Southampton,S,0.0
971,249,250,0.0,2,CarterFather Ernest Courtenay,male,54.0,1,0,244252,26.0,,S,Rev,Carter,Ernest,,54.0,204.0,Carter,Father Ernest Courtenay,54.0,Southampton,†,0.0
972,1265,1266,,1,DodgeDr Washington,female,54.0,1,1,33638,81.8583,A34,S,Mrs,Dodge,Ruth,Vidaver,54.0,336.0,Dodge,Dr Washington,52.0,Southampton,S,2.0
973,582,583,0.0,2,DoutonMr William Joseph,male,54.0,0,0,28403,26.0,,S,Mr,Downton,William,,54.0,348.0,Douton,Mr William Joseph,55.0,Southampton,†,-1.0
974,496,497,1.0,1,EustisMiss Elizabeth Mussey,female,54.0,1,0,36947,78.2667,D20,C,Miss,Eustis,Elizabeth,,54.0,379.0,Eustis,Miss Elizabeth Mussey,54.0,Cherbourg,S,0.0
975,774,775,1.0,2,HockingMrs Eliza,female,54.0,1,3,29105,23.0,,S,Mrs,Hocking,Eliza,Needs,54.0,551.0,Hocking,Mrs Eliza,54.0,Southampton,S,0.0
976,6,7,0.0,1,McCarthyMr Timothy J.,male,54.0,0,0,17463,51.8625,E46,S,Mr,McCarthy,Timothy,,54.0,774.0,McCarthy,Mr Timothy J.,54.0,Southampton,†,0.0
977,317,318,0.0,2,MoraweckDr Ernest,male,54.0,0,0,29011,14.0,,S,Dr,Moraweck,Ernest,,54.0,826.0,Moraweck,Dr Ernest,54.0,Southampton,†,0.0
978,513,514,1.0,1,RothschildMrs Elizabeth Jane Anne,female,54.0,1,0,PC 17603,59.4,,C,Mrs,Rothschild,Elizabeth,L. Barrett,54.0,1036.0,Rothschild,Mrs Elizabeth Jane Anne,54.0,Cherbourg,S,0.0
979,1068,1069,,1,StengelMr Charles Emil Henry,male,54.0,1,0,11778,55.4417,C116,C,Mr,Stengel,Charles,Emil,54.0,1147.0,Stengel,Mr Charles Emil Henry,54.0,Cherbourg,S,0.0
980,124,125,0.0,1,WhiteMr Percival Wayland,male,54.0,0,1,35281,77.2875,D26,S,Mr,White,Percival,,54.0,1270.0,White,Mr Percival Wayland,54.0,Southampton,†,0.0
981,968,969,,1,CornellMrs Malvina Helen,female,55.0,2,0,11770,25.7,C101,S,Mrs,Cornell,Malvina,Helen Lamson,55.0,270.0,Cornell,Mrs Malvina Helen,55.0,Southampton,S,0.0
982,1199,1200,,1,HaysMr Charles Melville,male,55.0,1,1,12749,93.5,B69,S,Mr,Hays,Charles,,55.0,520.0,Hays,Mr Charles Melville,55.0,Southampton,†,0.0
983,15,16,1.0,2,HewlettMrs Mary Dunbar,female,55.0,0,0,248706,16.0,,S,Mrs,Hewlett,Mary,D Kingcome,55.0,537.0,Hewlett,Mrs Mary Dunbar,56.0,Southampton,S,-1.0
984,1269,1270,,1,HipkinsMr William Edward,male,55.0,0,0,680,50.0,C39,S,Mr,Hipkins,William,,55.0,543.0,Hipkins,Mr William Edward,55.0,Southampton,†,0.0
985,1131,1132,,1,LindströmMrs Sigrid,female,55.0,0,0,112377,27.7208,,C,Mrs,Lindstrom,Sigrid,Posse,55.0,720.0,Lindström,Mrs Sigrid,55.0,Cherbourg,S,0.0
986,492,493,0.0,1,MolsonMr Harry Markland,male,55.0,0,0,113787,30.5,C30,S,Mr,Molson,Harry,,55.0,818.0,Molson,Mr Harry Markland,55.0,Southampton,†,0.0
987,911,912,,1,RothschildMr Martin,male,55.0,1,0,PC 17603,59.4,,C,Mr,Rothschild,Martin,,55.0,1035.0,Rothschild,Mr Martin,46.0,Cherbourg,†,9.0
988,1205,1206,,1,No name match,female,55.0,0,0,PC 17760,135.6333,C32,C,Mrs,White,Ella,Holmes,55.0,,,,,,,
989,152,153,0.0,3,Meo (Martino)Mr Alfonzo,male,55.5,0,0,A.5. 11206,8.05,,S,Mr,Meo,Alfonzo,,55.5,798.0,Meo (Martino),Mr Alfonzo,48.0,Southampton,†,7.5
990,879,880,1.0,1,PotterMrs Lily Alexenia,female,56.0,0,1,11767,83.1583,C50,C,Mrs,Potter,Lily,Alexenia Wilson,56.0,976.0,Potter,Mrs Lily Alexenia,56.0,Cherbourg,S,0.0
991,647,648,1.0,1,Simonius-BlumerMr Colonel (Oberst) Alfons,male,56.0,0,0,13213,35.5,A26,C,Col,Simonius-Blumer,Oberst,,56.0,1101.0,Simonius-Blumer,Mr Colonel (Oberst) Alfons,56.0,Southampton,S,0.0
992,467,468,0.0,1,SmartMr John Montgomery,male,56.0,0,0,113792,26.55,,S,Mr,Smart,John,,56.0,1121.0,Smart,Mr John Montgomery,56.0,Southampton,†,0.0
993,174,175,0.0,1,SmithMr James Clinch,male,56.0,0,0,17764,30.6958,A7,C,Mr,Smith,James,,56.0,1124.0,Smith,Mr James Clinch,56.0,Cherbourg,†,0.0
994,1278,1279,,2,AshbyMr John,male,57.0,0,0,244346,13.0,,S,Mr,Ashby,John,,57.0,53.0,Ashby,Mr John,57.0,Southampton,†,0.0
995,626,627,0.0,2,KirklandFather Charles Leonard,male,57.0,0,0,219533,12.35,,Q,Rev,Kirkland,Charles,,57.0,668.0,Kirkland,Father Charles Leonard,52.0,Queenstown,†,5.0
996,772,773,0.0,2,MackMrs Mary,female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,Mrs,Mack,Mary),,57.0,745.0,Mack,Mrs Mary,57.0,Southampton,†,0.0
997,1207,1208,,1,SpencerMr William Augustus,male,57.0,1,0,PC 17569,146.5208,B78,C,Mr,Spencer,William,,57.0,1138.0,Spencer,Mr William Augustus,57.0,Cherbourg,†,0.0
998,1108,1109,,1,WickColonel George Dennick,male,57.0,1,1,36928,164.8667,,S,Mr,Wick,George,,57.0,1273.0,Wick,Colonel George Dennick,57.0,Southampton,†,0.0
999,11,12,1.0,1,BonnellMiss Elizabeth,female,58.0,0,0,113783,26.55,C103,S,Miss,Bonnell,Elizabeth,,58.0,128.0,Bonnell,Miss Elizabeth,61.0,Southampton,S,-3.0
1000,1234,1235,,1,CardezaMrs Charlotte Wardle,female,58.0,0,1,PC 17755,512.3292,B51 B53 B55,C,Mrs,Cardeza,Charlotte,Wardle Drake,58.0,197.0,Cardeza,Mrs Charlotte Wardle,58.0,Cherbourg,S,0.0
1001,268,269,1.0,1,No name match,female,58.0,0,1,PC 17582,153.4625,C125,S,Mrs,Graham,Edith,Junkins,58.0,,,,,,,
1002,487,488,0.0,1,KentMr Edward Austin,male,58.0,0,0,11771,29.7,B37,C,Mr,Kent,Edward,,58.0,653.0,Kent,Mr Edward Austin,58.0,Cherbourg,†,0.0
1003,195,196,1.0,1,No name match,female,58.0,0,0,PC 17569,146.5208,B80,C,Miss,Lurette,Elise,,58.0,,,,,,,
1004,659,660,0.0,1,NewellMr Arthur Webster,male,58.0,0,2,35273,113.275,D48,C,Mr,Newell,Arthur,,58.0,873.0,Newell,Mr Arthur Webster,58.0,Cherbourg,†,0.0
1005,1247,1248,,1,BrownMrs Caroline Lane,female,59.0,2,0,11769,51.4792,C101,S,Mrs,Brown,Caroline,Lane Lamson,59.0,156.0,Brown,Mrs Caroline Lane,59.0,Southampton,S,0.0
1006,94,95,0.0,3,CoxonMr Daniel,male,59.0,0,0,364500,7.25,,S,Mr,Coxon,Daniel,,59.0,276.0,Coxon,Mr Daniel,59.0,Southampton,†,0.0
1007,232,233,0.0,2,SjöstedtMr Ernst Adolf,male,59.0,0,0,237442,13.5,,S,Mr,Sjostedt,Ernst,,59.0,1109.0,Sjöstedt,Mr Ernst Adolf,59.0,Southampton,†,0.0
1008,684,685,0.0,2,BrownMr Thomas William Solomon,male,60.0,1,1,29750,39.0,,S,Mr,Brown,Thomas,William,60.0,155.0,Brown,Mr Thomas William Solomon,60.0,Southampton,†,0.0
1009,939,940,,1,BucknellMrs Emma Eliza,female,60.0,0,0,11813,76.2917,D15,C,Mrs,Bucknell,Emma,Eliza Ward,60.0,163.0,Bucknell,Mrs Emma Eliza,58.0,Cherbourg,S,2.0
1010,960,961,,1,FortuneMrs Mary,female,60.0,1,4,19950,263.0,C23 C25 C27,S,Mrs,Fortune,Mary,McDougald,60.0,411.0,Fortune,Mrs Mary,60.0,Southampton,S,0.0
1011,587,588,1.0,1,Frölicher-StehliMr Maximilian Josef,male,60.0,1,1,13567,79.2,B41,C,Mr,Frolicher-Stehli,Maxmillian,,60.0,422.0,Frölicher-Stehli,Mr Maximilian Josef,60.0,Cherbourg,S,0.0
1012,1104,1105,,2,HowardMrs Ellen Truelove,female,60.0,1,0,24065,26.0,,S,Mrs,Howard,Ellen,Truelove Arman,60.0,567.0,Howard,Mrs Ellen Truelove,61.0,Southampton,†,-1.0
1013,366,367,1.0,1,WarrenMrs Anna Sophia,female,60.0,1,0,110813,75.25,D37,C,Mrs,Warren,Anna,Sophia Atkinson,60.0,1249.0,Warren,Mrs Anna Sophia,60.0,Cherbourg,S,0.0
1014,694,695,0.0,1,WeirColonel John,male,60.0,0,0,113800,26.55,,S,Col,Weir,John,,60.0,1256.0,Weir,Colonel John,59.0,Southampton,†,1.0
1015,1043,1044,,3,StoreyMr Thomas,male,60.5,0,0,3701,,,S,Mr,Storey,Thomas,,60.5,1153.0,Storey,Mr Thomas,51.0,Southampton,†,9.5
1016,1084,1085,,2,LinganeMr John,male,61.0,0,0,235509,12.35,,Q,Mr,Lingane,John,,61.0,725.0,Lingane,Mr John,61.0,Queenstown,†,0.0
1017,326,327,0.0,3,NysveenMr Johan Hansen,male,61.0,0,0,345364,6.2375,,S,Mr,Nysveen,Johan,,61.0,890.0,Nysveen,Mr Johan Hansen,60.0,Southampton,†,1.0
1018,1033,1034,,1,RyersonMr Arthur Larned,male,61.0,1,3,PC 17608,262.375,B57 B59 B63 B66,C,Mr,Ryerson,Arthur,,61.0,1046.0,Ryerson,Mr Arthur Larned,61.0,Cherbourg,†,0.0
1019,625,626,0.0,1,SuttonMr Frederick,male,61.0,0,0,36963,32.3208,D50,S,Mr,Sutton,Frederick,,61.0,1166.0,Sutton,Mr Frederick,61.0,Southampton,†,0.0
1020,170,171,0.0,1,Van Der HoefMr Wyckoff,male,61.0,0,0,111240,33.5,B19,S,hoef,Van de,Mr.,,61.0,1223.0,Van Der Hoef,Mr Wyckoff,61.0,Belfast,†,0.0
1021,570,571,1.0,2,HarrisMr George,male,62.0,0,0,S.W./PP 752,10.5,,S,Mr,Harris,George,,62.0,507.0,Harris,Mr George,62.0,Southampton,S,0.0
1022,893,894,,2,MylesMr Thomas Francis,male,62.0,0,0,240276,9.6875,,Q,Mr,Myles,Thomas,,62.0,846.0,Myles,Mr Thomas Francis,63.0,Queenstown,†,-1.0
1023,252,253,0.0,1,SteadMr William Thomas,male,62.0,0,0,113514,26.55,C87,S,Mr,Stead,William,,62.0,1146.0,Stead,Mr William Thomas,62.0,Southampton,†,0.0
1024,829,830,1.0,1,StoneMrs Martha Evelyn,female,62.0,0,0,113572,80.0,B28,,Mrs,Stone,Martha,Evelyn,62.0,1152.0,Stone,Mrs Martha Evelyn,62.0,Southampton,S,0.0
1025,555,556,0.0,1,WrightMr George,male,62.0,0,0,113807,26.55,,S,Mr,Wright,George,,62.0,1301.0,Wright,Mr George,62.0,Southampton,†,0.0
1026,275,276,1.0,1,AndrewsMiss Kornelia Theodosia,female,63.0,1,0,13502,77.9583,D7,S,Miss,Andrews,Kornelia,,63.0,43.0,Andrews,Miss Kornelia Theodosia,62.0,Cherbourg,S,1.0
1027,904,905,,2,HowardMr Benjamin,male,63.0,1,0,24065,26.0,,S,Mr,Howard,Benjamin,,63.0,566.0,Howard,Mr Benjamin,63.0,Southampton,†,0.0
1028,1005,1006,,1,StrausMrs Rosalie Ida,female,63.0,1,0,PC 17483,221.7792,C55 C57,S,Mrs,Straus,Rosalie,Ida Blun,63.0,1158.0,Straus,Mrs Rosalie Ida,63.0,Southampton,†,0.0
1029,483,484,1.0,3,TurkulaMrs Hedwig,female,63.0,0,0,4134,9.5875,,S,Mrs,Turkula,Hedwig),,63.0,1209.0,Turkula,Mrs Hedwig,63.0,Southampton,S,0.0
1030,1070,1071,,1,ComptonMr Alexander Taylor Jr,female,64.0,0,2,PC 17756,83.1583,E45,C,Mrs,Compton,Mary,Eliza Ingersoll,64.0,255.0,Compton,Mr Alexander Taylor Jr,37.0,Cherbourg,†,27.0
1031,1196,1197,,1,CrosbyMrs Catherine Elizabeth,female,64.0,1,1,112901,26.55,B26,S,Mrs,Crosby,Catherine,Elizabeth Halstead,64.0,283.0,Crosby,Mrs Catherine Elizabeth,64.0,Southampton,S,0.0
1032,438,439,0.0,1,FortuneMr Mark,male,64.0,1,4,19950,263.0,C23 C25 C27,S,Mr,Fortune,Mark,,64.0,410.0,Fortune,Mr Mark,64.0,Southampton,†,0.0
1033,545,546,0.0,1,NicholsonMr Arthur Ernest,male,64.0,0,0,693,26.0,,S,Mr,Nicholson,Arthur,,64.0,876.0,Nicholson,Mr Arthur Ernest,59.0,Southampton,†,5.0
1034,1127,1128,,1,WarrenMr Frank Manley,male,64.0,1,0,110813,75.25,D37,C,Mr,Warren,Frank,,64.0,1248.0,Warren,Mr Frank Manley,63.0,Cherbourg,†,1.0
1035,280,281,0.0,3,DwanMr Frank,male,65.0,0,0,336439,7.75,,Q,Mr,Duane,Frank,,65.0,363.0,Dwan,Mr Frank,65.0,Queenstown,†,0.0
1036,456,457,0.0,1,MilletMr Francis Davis,male,65.0,0,0,13509,26.55,E38,S,Mr,Millet,Francis,,65.0,806.0,Millet,Mr Francis Davis,65.0,Cherbourg,†,0.0
1037,54,55,0.0,1,OstbyMr Engelhart Cornelius,male,65.0,0,1,113509,61.9792,B30,C,Mr,Ostby,Engelhart,,65.0,904.0,Ostby,Mr Engelhart Cornelius,64.0,Southampton,†,1.0
1038,33,34,0.0,2,WheadonMr Edward Henry,male,66.0,0,0,C.A. 24579,10.5,,S,Mr,Wheadon,Edward,,66.0,1267.0,Wheadon,Mr Edward Henry,65.0,Southampton,†,1.0
1039,972,973,,1,StrausMr Isidor,male,67.0,1,0,PC 17483,221.7792,C55 C57,S,Mr,Straus,Isidor,,67.0,1157.0,Straus,Mr Isidor,67.0,Southampton,†,0.0
1040,745,746,0.0,1,CrosbyCaptain Edward Gifford,male,70.0,1,1,WE/P 5735,71.0,B22,S,Capt,Crosby,Edward,,70.0,281.0,Crosby,Captain Edward Gifford,70.0,Southampton,†,0.0
1041,672,673,0.0,2,MitchellMr Henry Michael,male,70.0,0,0,C.A. 24580,10.5,,S,Mr,Mitchell,Henry,,70.0,813.0,Mitchell,Mr Henry Michael,71.0,Southampton,†,-1.0
1042,116,117,0.0,3,ConnorsMr Patrick,male,70.5,0,0,370369,7.75,,Q,Mr,Connors,Patrick,,70.5,261.0,Connors,Mr Patrick,66.0,Queenstown,†,4.5
1043,493,494,0.0,1,ArtagaveytiaMr Ramon,male,71.0,0,0,PC 17609,49.5042,,C,Mr,Artagaveytia,Ramon,,71.0,52.0,Artagaveytia,Mr Ramon,71.0,Cherbourg,†,0.0
1044,96,97,0.0,1,GoldschmidtMr George B.,male,71.0,0,0,PC 17754,34.6542,A5,C,Mr,Goldschmidt,George,,71.0,455.0,Goldschmidt,Mr George B.,71.0,Cherbourg,†,0.0
1045,851,852,0.0,3,SvenssonMr Johan,male,74.0,0,0,347060,7.775,,S,Mr,Svensson,Johan,,74.0,1167.0,Svensson,Mr Johan,74.0,Southampton,†,0.0
1046,987,988,,1,CavendishMrs Julia Florence,female,76.0,1,0,19877,78.85,C46,S,Mrs,Cavendish,Julia,Florence Siegel,76.0,214.0,Cavendish,Mrs Julia Florence,25.0,Southampton,S,51.0
1047,630,631,1.0,1,BarkworthMr Algernon Henry,male,80.0,0,0,27042,30.0,A23,S,Mr,Barkworth,Algernon,Henry,80.0,89.0,Barkworth,Mr Algernon Henry,47.0,Southampton,S,33.0
1048,168,169,0.0,1,BaumannMr John D.,male,,0,0,PC 17318,25.925,,S,Mr,Baumann,John,,,95.0,Baumann,Mr John D.,60.0,Cherbourg,†,
1049,1230,1231,,3,No name match,male,,0,0,2622,7.2292,,C,Master,Betros,Seman,,,,,,,,,
1050,598,599,0.0,3,No name match,male,,0,0,2664,7.225,,C,Mr,Boulos,Hanna,,,,,,,,,
1051,140,141,0.0,3,No name match,female,,0,2,2678,15.2458,,C,Mrs,Boulos,Sultana),,,,,,,,,
1052,593,594,0.0,3,BourkeMiss Mary,female,,0,2,364848,7.75,,Q,Miss,Bourke,Mary,,,132.0,Bourke,Miss Mary,40.0,Queenstown,†,
1053,507,508,1.0,1,No name match,male,,0,0,111427,26.55,,S,Mr,Bradley,"""George","Arthur Brayton""",,,,,,,,
1054,766,767,0.0,1,BreweDr Arthur Jackson,male,,0,0,112379,39.6,,C,Dr,Brewe,Arthur,,,148.0,Brewe,Dr Arthur Jackson,45.0,Cherbourg,†,
1055,270,271,0.0,1,RobinsMr Alexander A.,male,,0,0,113798,31.0,,S,Mr,Cairns,Alexander,,,1018.0,Robins,Mr Alexander A.,50.0,Southampton,†,
1056,466,467,0.0,2,CampbellMr William Henry,male,,0,0,239853,0.0,,S,Mr,Campbell,William,,,188.0,Campbell,Mr William Henry,21.0,Belfast,†,
1057,1257,1258,,3,CaramMr Joseph,male,,1,0,2689,14.4583,,C,Mr,Caram,Joseph,,,193.0,Caram,Mr Joseph,28.0,Cherbourg,†,
1058,578,579,0.0,3,CaramMrs Maria Elias,female,,1,0,2689,14.4583,,C,Mrs,Caram,Maria,Elias,,194.0,Caram,Mrs Maria Elias,18.0,Cherbourg,†,
1059,1059,1060,,1,CassebeerMrs Eleanor Genevieve,female,,0,0,17770,27.7208,,C,Mrs,Cassebeer,Eleanor,Genevieve Fosdick,,212.0,Cassebeer,Mrs Eleanor Genevieve,36.0,Cherbourg,S,
1060,166,167,1.0,1,ChibnallMrs Edith Martha Bowerman,female,,0,1,113505,55.0,E33,S,Mrs,Chibnall,Edith,Martha Bowerman,,227.0,Chibnall,Mrs Edith Martha Bowerman,48.0,Southampton,S,
1061,1157,1158,,1,ChisholmMr Roderick Robert Crispin,male,,0,0,112051,0.0,,S,Mr,Chisholm,Roderick,Robert,,229.0,Chisholm,Mr Roderick Robert Crispin,43.0,Belfast,†,
1062,475,476,0.0,1,CliffordMr George Quincy,male,,0,0,110465,52.0,A14,S,Mr,Clifford,George,,,241.0,Clifford,Mr George Quincy,40.0,Southampton,†,
1063,956,957,,2,No name match,female,,0,0,F.C.C. 13534,21.0,,S,Mrs,Corey,Mary,Phyllis Elizabeth Miller,,,,,,,,
1064,1039,1040,,1,CraftonMr John Bertram,male,,0,0,113791,26.55,,S,Mr,Crafton,John,,,277.0,Crafton,Mr John Bertram,59.0,Southampton,†,
1065,413,414,0.0,2,CunninghamMr Alfred Fleming,male,,0,0,239853,0.0,,S,Mr,Cunningham,Alfred,,,287.0,Cunningham,Mr Alfred Fleming,21.0,Belfast,†,
1066,949,950,,3,DavisonMr Thomas Henry,male,,1,0,386525,16.1,,S,Mr,Davison,Thomas,,,311.0,Davison,Mr Thomas Henry,32.0,Southampton,†,
1067,347,348,1.0,3,DavisonMr Thomas Henry,female,,1,0,386525,16.1,,S,Mrs,Davison,Mary,E Finck,,311.0,Davison,Mr Thomas Henry,32.0,Southampton,†,
1068,974,975,,3,No name match,male,,0,0,349238,7.8958,,S,Mr,Demetri,Marinko,,,,,,,,,
1069,335,336,0.0,3,DenkoffMr Mitto,male,,0,0,349225,7.8958,,S,Mr,Denkoff,Mitto,,,326.0,Denkoff,Mr Mitto,30.0,Southampton,†,
1070,568,569,0.0,3,DaherMr Tannous,male,,0,0,2686,7.2292,,C,Mr,Doharr,Tannous,,,288.0,Daher,Mr Tannous,28.0,Cherbourg,†,
1071,773,774,0.0,3,EliasMr Dibo,male,,0,0,2674,7.225,,C,Mr,Elias,Dibo,,,371.0,Elias,Mr Dibo,29.0,Cherbourg,†,
1072,26,27,0.0,3,No name match,male,,0,0,2631,7.225,,C,Mr,Emir,Farred,,,,,,,,,
1073,527,528,0.0,1,GarfirthMr John,male,,0,0,PC 17483,221.7792,C95,S,Mr,Farthing,John,,,431.0,Garfirth,Mr John,21.0,Southampton,†,
1074,1102,1103,,3,FinoliMr Luigi,male,,0,0,SOTON/O.Q. 3101308,7.05,,S,Mr,Finoli,Luigi,,,388.0,Finoli,Mr Luigi,34.0,Southampton,S,
1075,913,914,,1,FlegenheimMrs Antoinette,female,,0,0,PC 17598,31.6833,,S,Mrs,Flegenheim,Antoinette),,,390.0,Flegenheim,Mrs Antoinette,48.0,Cherbourg,S,
1076,1173,1174,,3,FlemingMiss Honor,female,,0,0,364859,7.75,,Q,Miss,Fleming,Honora,,,391.0,Fleming,Miss Honor,22.0,Queenstown,†,
1077,306,307,1.0,1,MadiganMiss Margaret,female,,0,0,17421,110.8833,,C,Miss,Fleming,Margaret,,,747.0,Madigan,Miss Margaret,21.0,Queenstown,S,
1078,428,429,0.0,3,FlynnMr James,male,,0,0,364851,7.75,,Q,Mr,Flynn,James,,,393.0,Flynn,Mr James,28.0,Queenstown,†,
1079,825,826,0.0,3,FlynnMr John,male,,0,0,368323,6.95,,Q,Mr,Flynn,John,,,394.0,Flynn,Mr John,42.0,Queenstown,†,
1080,993,994,,3,FoleyMr William,male,,0,0,365235,7.75,,Q,Mr,Foley,William,,,397.0,Foley,Mr William,20.0,Queenstown,†,
1081,643,644,1.0,3,FooMr Choong,male,,0,0,1601,56.4958,,S,Mr,Foo,Choong,,,398.0,Foo,Mr Choong,32.0,Southampton,S,
1082,1180,1181,,3,FordMr Arthur,male,,0,0,A/5 1478,8.05,,S,Mr,Ford,Arthur,,,401.0,Ford,Mr Arthur,22.0,Southampton,†,
1083,1162,1163,,3,FoxMr Patrick,male,,0,0,368573,7.75,,Q,Mr,Fox,Patrick,,,412.0,Fox,Mr Patrick,28.0,Queenstown,†,
1084,1177,1178,,3,No name match,male,,0,0,SOTON/O.Q. 3101314,7.25,,S,Mr,Franklin,Charles,Fardon,,,,,,,,
1085,932,933,,1,FranklinMr Thomas Parnham,male,,0,0,113778,26.55,D34,S,Mr,Franklin,Thomas,,,415.0,Franklin,Mr Thomas Parnham,37.0,Southampton,†,
1086,334,335,1.0,1,FrauenthalDr Henry William,female,,1,0,PC 17611,133.65,,S,Mrs,Frauenthal,Clara,Heinsheimer,,416.0,Frauenthal,Dr Henry William,49.0,Southampton,S,
1087,481,482,0.0,2,FrostMr Anthony Wood,male,,0,0,239854,0.0,,S,Mr,Frost,Anthony,Wood,,419.0,Frost,Mr Anthony Wood,38.0,Belfast,†,
1088,815,816,0.0,1,OtterMr Richard,male,,0,0,112058,0.0,B102,S,Mr,Fry,Richard,,,906.0,Otter,Mr Richard,38.0,Southampton,†,
1089,760,761,0.0,3,GarfirthMr John,male,,0,0,358585,14.5,,S,Mr,Garfirth,John,,,431.0,Garfirth,Mr John,21.0,Southampton,†,
1090,420,421,0.0,3,GheorgheffMr Stanio,male,,0,0,349254,7.8958,,C,Mr,Gheorgheff,Stanio,,,438.0,Gheorgheff,Mr Stanio,,Cherbourg,†,
1091,32,33,1.0,3,GlynnMiss Mary Agatha,female,,0,0,335677,7.75,,Q,Miss,Glynn,Mary,,,452.0,Glynn,Miss Mary Agatha,19.0,Queenstown,S,
1092,849,850,1.0,1,GoldenbergMr Samuel L.,female,,1,0,17453,89.1042,C92,C,Mrs,Goldenberg,Edwiga,Grabowska,,453.0,Goldenberg,Mr Samuel L.,47.0,Cherbourg,S,
1093,984,985,,3,GuestMr Robert,male,,0,0,376563,8.05,,S,Mr,Guest,Robert,,,477.0,Guest,Mr Robert,23.0,Southampton,†,
1094,451,452,0.0,3,HaglandMr Ingvald Olai Olsen,male,,1,0,65303,19.9667,,S,Mr,Hagland,Ingvald,Olai,,484.0,Hagland,Mr Ingvald Olai Olsen,28.0,Southampton,†,
1095,490,491,0.0,3,HaglandMr Konrad Mathias Reiersen,male,,1,0,65304,19.9667,,S,Mr,Hagland,Konrad,Mathias,,485.0,Hagland,Mr Konrad Mathias Reiersen,19.0,Southampton,†,
1096,235,236,0.0,3,HarknettMiss Alice Phoebe,female,,0,0,W./C. 6609,7.55,,S,Miss,Harknett,Alice,,,501.0,Harknett,Miss Alice Phoebe,21.0,Southampton,†,
1097,602,603,0.0,1,WarrenMr Charles William,male,,0,0,113796,42.4,,S,Mr,Harrington,Charles,,,1247.0,Warren,Mr Charles William,30.0,Southampton,†,
1098,411,412,0.0,3,HartMr Henry,male,,0,0,394140,6.8583,,Q,Mr,Hart,Henry,,,514.0,Hart,Mr Henry,28.0,Queenstown,†,
1099,740,741,1.0,1,HawksfordMr Walter James,male,,0,0,16988,30.0,D45,S,Mr,Hawksford,Walter,,,518.0,Hawksford,Mr Walter James,45.0,Southampton,S,
1100,274,275,1.0,3,HealyMiss Honor,female,,0,0,370375,7.75,,Q,Miss,Healy,Hanora,,,523.0,Healy,Miss Honor,29.0,Queenstown,S,
1101,930,931,,3,HeeMr Ling,male,,0,0,1601,56.4958,,S,Mr,Hee,Ling,,,525.0,Hee,Mr Ling,24.0,Southampton,S,
1102,264,265,0.0,3,HenryMiss Bridget Delia,female,,0,0,382649,7.75,,Q,Miss,Henry,Delia,,,532.0,Henry,Miss Bridget Delia,21.0,Queenstown,†,
1103,1037,1038,,1,HilliardMr Herbert Henry,male,,0,0,17463,51.8625,E46,S,Mr,Hilliard,Herbert,,,541.0,Hilliard,Mr Herbert Henry,44.0,Southampton,†,
1104,613,614,0.0,3,HorganMr John,male,,0,0,370377,7.75,,Q,Mr,Horgan,John,,,563.0,Horgan,Mr John,22.0,Queenstown,†,
1105,1159,1160,,3,HowardMiss May Elizabeth,female,,0,0,A. 2. 39186,8.05,,S,Miss,Howard,May,,,565.0,Howard,Miss May Elizabeth,26.0,Southampton,S,
1106,793,794,0.0,1,HoytMr William Fisher,male,,0,0,PC 17600,30.6958,,C,Mr,Hoyt,William,,,569.0,Hoyt,Mr William Fisher,42.0,Cherbourg,S,
1107,1134,1135,,3,HymanMr Abraham Joseph,male,,0,0,3470,7.8875,,S,Mr,Hyman,Abraham,,,574.0,Hyman,Mr Abraham Joseph,34.0,Southampton,S,
1108,901,902,,3,IlieffMr Ylio,male,,0,0,349220,7.8958,,S,Mr,Ilieff,Ylio,,,582.0,Ilieff,Mr Ylio,32.0,Southampton,†,
1109,738,739,0.0,3,IvanoffMr Kanio,male,,0,0,349201,7.8958,,S,Mr,Ivanoff,Kanio,,,587.0,Ivanoff,Mr Kanio,20.0,Southampton,†,
1110,611,612,0.0,3,JardimMr José Neto,male,,0,0,SOTON/O.Q. 3101305,7.05,,S,Mr,Jardin,Jose,,,594.0,Jardim,Mr José Neto,21.0,Southampton,†,
